name,p,diff,marketing_mean,holdout_mean
is_entitled,0.6833643879868916,-0.1038139428807705,0.8066048324289347,0.8074430709173716
ttl_login_days_l7,0.8769335557751392,0.06942082907086533,3.3465766518667777,3.344255042290176
ttl_login_days_itd,0.04454950990289845,0.7325625729812213,25.435489803252462,25.250513988288873
ttl_streams_l7,0.40833224125339196,-0.9374803885396354,9.595104127914881,9.68590761223162
ttl_streams_itd,0.9985416969803695,0.0014767475782662132,86.41108737555078,86.40981132075471
streaming_profiles_l7,0.647273811819492,0.2972931850144134,0.6976828495880938,0.6956148340923878
streaming_profiles_itd,0.5965787036417068,0.26700484059356544,1.4990341254593569,1.4950422901756668
general_streaming_profiles_l7,0.43993529581378976,0.49634686225326075,0.6619028097306195,0.6586337020169161
general_streaming_profiles_itd,0.6484008085959811,0.2255865813061808,1.4327107403351949,1.4294860117111257
kids_streaming_profiles_l7,0.24254412801361405,-3.5176898865318385,0.036157326366530684,0.037475601821730646
kids_streaming_profiles_itd,0.8135285378799985,-0.5592465086896037,0.07313456587285444,0.07354586857514639
streaming_devices_l7,0.43187145507729996,0.5488521288812498,0.9428695484470655,0.9377228366948601
streaming_devices_itd,0.6187019985162425,0.2538332325495496,2.833719929053274,2.8265452179570594
ttl_stream_days_l7,0.5140084317168996,-0.4314392255320487,1.7809103565146736,1.7886271958360442
ttl_stream_days_itd,0.12278425791886839,0.7052331998858019,15.894208019762225,15.782901756668835
ttl_stream_days_general_profiles_l7,0.6059259051147352,-0.3851431387233095,1.939955589794716,1.9474560832791152
ttl_stream_days_general_profiles_itd,0.23258813640596127,0.6528238907157036,17.803984904324146,17.68851008458035
ttl_stream_days_kids_profiles_l7,0.4430036529558097,-2.6856302178355107,0.1040130427313857,0.10688353936239428
ttl_stream_days_kids_profiles_itd,0.9832913224553134,-0.06600280298204586,0.7231918438666176,0.7236694860117111
ttl_stream_time_ms_l7,0.8289456918308554,-0.21991441673938628,15305105.351623649,15338837.667013664
ttl_stream_time_ms_itd,0.47814744452403857,0.5116979646831776,150417893.07513377,149652126.19130775
ttl_stream_time_general_profiles_ms_l7,0.7292496470677359,-0.3565989678787518,14623257.788946137,14675590.794248536
ttl_stream_time_general_profiles_ms_itd,0.5826158089246094,0.39589382805249596,145497372.62309393,144923628.92080677
ttl_stream_time_kids_profiles_ms_l7,0.5649167965561908,2.8044896517698037,681847.5626775117,663246.8727651269
ttl_stream_time_kids_profiles_ms_itd,0.3302231051957285,4.060976892950685,4920520.452039824,4728497.270500976
ttl_stream_time_web_ms_l7,0.10293068837967502,-5.581272076723199,808862.0728563435,856675.4611581002
ttl_stream_time_web_ms_itd,0.3125403209309487,-2.0846722727398737,9579737.313506119,9783695.296603773
ttl_stream_time_mobile_ms_l7,0.12714953248419936,-2.673482194977339,3846714.5639010584,3952380.759791802
ttl_stream_time_mobile_ms_itd,0.6013428103031655,-0.6274454000089302,37196423.10909376,37431283.97858165
ttl_stream_time_connected_tv_ms_l7,0.33823747724561315,1.1954120627473808,10499916.808297353,10375882.260143137
tl_stream_time_connected_tv_ms_itd,0.18132490991336722,1.204843380760634,100993351.70481019,99791026.13186727
days_since_last_stream,,-0.669109192744477,11.482261166084065,11.559607562932834
ttl_login_days_l7_bin,0.12599271178559548,0.5193483136775701,0.7037531576667675,0.7001171112556929
ttl_login_days_itd_bin,0.7759601191875687,-0.00021077458606244548,0.9999978922541394,1.0
ttl_streams_l7_bin,0.7367408075120971,0.16919585895940337,0.517516948911402,0.5166428106701366
ttl_streams_itd_bin,0.6170683864956178,0.061254834876223185,0.9475677139704557,0.9469876382563436
general_streaming_profiles_l7_bin,0.6985981146174254,0.197452747232707,0.5111178324784668,0.5101106050748211
general_streaming_profiles_itd_bin,0.6513196018283547,0.055722419067372186,0.9469164204995147,0.9463890696161353
kids_streaming_profiles_l7_bin,0.18803591389939095,-3.7000323689665326,0.0308510761623428,0.03203643461288224
kids_streaming_profiles_itd_bin,0.8140971300566935,-0.4989003869942277,0.05621779759527275,0.05649967469095641
ttl_stream_time_web_ms_l7_bin,0.1187047135379123,-3.081916624369052,0.06126584893153093,0.06321405335068316
ttl_stream_time_web_ms_itd_bin,0.34567716649648095,-0.8669061669561273,0.23951897023968233,0.2416135328562134
ttl_stream_time_mobile_ms_l7_bin,0.557770762744936,-0.5349328983419888,0.24340143811500073,0.24471047495120365
ttl_stream_time_mobile_ms_itd_bin,0.6699280444241923,0.1825438470211882,0.5970801396592407,0.5959921925829538
ttl_stream_time_connected_tv_ms_l7_bin,0.10353677333111498,1.0972246759730853,0.3785522104457777,0.3744437215354587
tl_stream_time_connected_tv_ms_itd_bin,0.0397000778554586,0.6766215401012188,0.7172996403131688,0.7124788549121666
days_since_last_stream_bin,0.26917284836874394,0.35701654904198854,0.7232234600545274,0.7206506180871828
