name,p,diff,marketing_mean,holdout_mean
is_entitled,0.06602983711260683,0.35970130300668757,0.779405972335515,0.7766124871001032
ttl_login_days_l7,0.00943495421768222,0.8696660741968065,3.204173347794977,3.176547987616099
ttl_login_days_itd,3.5799672700106133e-08,1.483004068685978,27.314755358655972,26.915595975232197
ttl_streams_l7,0.009515774546195583,2.240764051571187,8.533793371090386,8.346762125902993
ttl_streams_itd,7.705515954975017e-05,2.34329170387797,94.115535317222,91.96062951496388
streaming_profiles_l7,0.00018691524681464054,1.7970665554457588,0.6449379940321991,0.6335526315789474
streaming_profiles_itd,0.00022085236890612346,1.2429593587402143,1.5194802455667276,1.5008255933952528
general_streaming_profiles_l7,0.0001672546712851946,1.787675105020381,0.610279613458609,0.599561403508772
general_streaming_profiles_itd,0.00017013169189392186,1.236255743475878,1.450883227147114,1.4331656346749226
kids_streaming_profiles_l7,0.3921699431238782,1.93698533543194,0.034952077789161255,0.034287925696594425
kids_streaming_profiles_itd,0.5927592359045579,0.8891990229191071,0.07640873161294609,0.07573529411764705
streaming_devices_l7,0.0013368481421565698,1.6526368828467586,0.8599823570757038,0.846001031991744
streaming_devices_itd,7.719430756234965e-05,1.353298103574474,2.8811949943870614,2.8427244582043345
ttl_stream_days_l7,0.0045915132214871856,1.4281710134477654,1.6395591694432565,1.6164731682146543
ttl_stream_days_itd,1.2016226106129915e-06,1.648878776634044,16.897985300375268,16.623877708978327
ttl_stream_days_general_profiles_l7,0.0003510584118688266,2.0258119456529666,1.7684342458335334,1.7333204334365324
ttl_stream_days_general_profiles_itd,7.764175609404347e-07,2.009270297074295,18.943208344164628,18.570085139318884
ttl_stream_days_kids_profiles_l7,0.47386504276719965,1.8821323220452602,0.09881988556881557,0.09699432404540764
ttl_stream_days_kids_profiles_itd,0.24715337681699256,2.596961163816136,0.8281607646884199,0.8071981424148607
ttl_stream_time_ms_l7,0.013029946665709493,1.9320281559757957,13212644.863879513,12962211.292079464
ttl_stream_time_ms_itd,1.2270376490993566e-05,2.3215129083373975,161300601.3849701,157640946.46398348
ttl_stream_time_general_profiles_ms_l7,0.017658566267002466,1.8721343811818114,12596845.431193914,12365349.472368421
ttl_stream_time_general_profiles_ms_itd,1.4487708640930033e-05,2.301896355652411,155669408.73249194,152166689.25794634
ttl_stream_time_kids_profiles_ms_l7,0.3716881172749287,3.1728638604703985,615799.4326856,596861.8197110423
ttl_stream_time_kids_profiles_ms_itd,0.3146223901408468,2.86678978598105,5631192.652478156,5474257.206037152
ttl_stream_time_web_ms_l7,0.5040328504892115,-1.8124666760274244,707087.0687947499,720139.3546181631
ttl_stream_time_web_ms_itd,0.17843124681545283,2.0468813319755252,10132553.322630873,9929312.087125903
ttl_stream_time_mobile_ms_l7,0.12081620860002845,2.094285084299652,3308558.0254620193,3240688.7640479878
ttl_stream_time_mobile_ms_itd,0.04701378978969114,1.7254432252238772,40217808.49901793,39535643.41811146
ttl_stream_time_connected_tv_ms_l7,0.015603222658270752,2.2901624236316254,9066929.37101973,8863930.95503096
tl_stream_time_connected_tv_ms_itd,5.810014398968333e-05,2.6619741671798147,108030969.04003404,105229779.49373065
days_since_last_stream,,-1.090787606009025,12.888798896138201,13.030938761090805
ttl_login_days_l7_bin,0.0011686745258197703,0.8263749474766602,0.6781848352052796,0.6726264189886481
ttl_login_days_itd_bin,0.7262044929169604,-0.00015818521484911585,0.9999984181478515,1.0
ttl_streams_l7_bin,0.00011956899406489875,1.47302980550843,0.48532173027206277,0.4782765737874097
ttl_streams_itd_bin,0.02708800156758367,0.1840227658986171,0.9511408054052942,0.9493937048503612
general_streaming_profiles_l7_bin,7.972909591904107e-05,1.5327167000548148,0.47836421723891925,0.4711429308565531
general_streaming_profiles_itd_bin,0.02755332408734212,0.18480200089581178,0.9504632454016876,0.9487100103199174
kids_streaming_profiles_l7_bin,0.3106699175231868,2.1553790091383584,0.030045699708570107,0.029411764705882353
kids_streaming_profiles_itd_bin,0.6466678838011152,0.6801415778425524,0.058210577212576144,0.05781733746130031
ttl_stream_time_web_ms_l7_bin,0.34941625070889026,1.4366456895188007,0.05533740642685436,0.054553663570691434
ttl_stream_time_web_ms_itd_bin,0.13992493834880207,0.9615280032629681,0.24383407214616737,0.24151186790505677
ttl_stream_time_mobile_ms_l7_bin,0.043400854958985116,1.3901502408987465,0.225577389216303,0.222484520123839
ttl_stream_time_mobile_ms_itd_bin,0.035061327215999194,0.638536385356292,0.5970674570303046,0.5932791537667699
ttl_stream_time_connected_tv_ms_l7_bin,0.003595758315422388,1.4687743221551974,0.35195999390459637,0.34686532507739937
tl_stream_time_connected_tv_ms_itd_bin,0.12402677447366028,0.35106736251215853,0.7219140832824065,0.7193885448916408
days_since_last_stream_bin,0.5606148344516136,-0.13478268451682096,0.7139615852478578,0.7149251805985553
